Entity,Code,Day,people_vaccinated_per_hundred,145610-annotations
Afghanistan,AFG,2021-02-22,0,
Afghanistan,AFG,2021-02-28,0.02,
Afghanistan,AFG,2021-03-16,0.13,
Afghanistan,AFG,2021-04-07,0.3,
Afghanistan,AFG,2021-04-22,0.6,
Afghanistan,AFG,2021-05-11,1.12,
Afghanistan,AFG,2021-05-20,1.17,
Afghanistan,AFG,2021-05-24,1.19,
Afghanistan,AFG,2021-05-26,1.2,
Afghanistan,AFG,2021-05-27,1.2,
Afghanistan,AFG,2021-05-30,1.2,
Afghanistan,AFG,2021-06-02,1.2,
Afghanistan,AFG,2021-06-03,1.2,
Afghanistan,AFG,2021-06-08,1.2,
Afghanistan,AFG,2021-06-14,1.21,
Afghanistan,AFG,2021-06-22,1.45,
Afghanistan,AFG,2021-06-27,1.62,
Afghanistan,AFG,2021-06-30,1.74,
Afghanistan,AFG,2021-07-05,1.81,
Afghanistan,AFG,2021-07-07,1.83,
Afghanistan,AFG,2021-07-11,1.85,
Afghanistan,AFG,2021-08-20,1.92,
Afghanistan,AFG,2021-08-31,1.93,
Afghanistan,AFG,2021-09-30,2.07,
Afghanistan,AFG,2021-11-14,8.8,
Afghanistan,AFG,2021-12-27,10.33,
Afghanistan,AFG,2022-01-09,10.87,
Afghanistan,AFG,2022-01-11,10.92,
Afghanistan,AFG,2022-01-13,10.99,
Afghanistan,AFG,2022-01-17,11.05,
Afghanistan,AFG,2022-01-19,11.1,
Afghanistan,AFG,2022-01-24,11.19,
Afghanistan,AFG,2022-01-26,11.25,
Afghanistan,AFG,2022-01-27,11.27,
Afghanistan,AFG,2022-01-31,11.36,
Afghanistan,AFG,2022-02-02,11.42,
Afghanistan,AFG,2022-02-07,11.56,
Afghanistan,AFG,2022-02-14,11.78,
Afghanistan,AFG,2022-02-20,11.97,
Afghanistan,AFG,2022-02-27,12.24,
Afghanistan,AFG,2022-03-06,12.35,
Afghanistan,AFG,2022-03-17,12.63,
Afghanistan,AFG,2022-03-22,12.68,
Afghanistan,AFG,2022-04-04,12.94,
Afghanistan,AFG,2022-04-14,13.08,
Afghanistan,AFG,2022-04-18,13.1,
Afghanistan,AFG,2022-04-26,13.18,
Afghanistan,AFG,2022-04-27,13.18,
Afghanistan,AFG,2022-05-05,13.26,
Afghanistan,AFG,2022-05-08,13.27,
Afghanistan,AFG,2022-05-10,13.28,
Afghanistan,AFG,2022-05-15,13.37,
Afghanistan,AFG,2022-05-23,13.49,
Afghanistan,AFG,2022-06-01,13.61,
Afghanistan,AFG,2022-06-15,13.9,
Afghanistan,AFG,2022-06-21,14.04,
Afghanistan,AFG,2022-06-30,14.25,
Afghanistan,AFG,2022-07-10,14.35,
Afghanistan,AFG,2022-07-17,14.89,
Afghanistan,AFG,2022-07-19,17.8,
Africa,,2021-01-09,0,
Africa,,2021-01-10,0,
Africa,,2021-01-11,0,
Africa,,2021-01-12,0,
Africa,,2021-01-13,0,
Africa,,2021-01-14,0,
Africa,,2021-01-15,0,
Africa,,2021-01-16,0,
Africa,,2021-01-17,0,
Africa,,2021-01-18,0,
Africa,,2021-01-19,0,
Africa,,2021-01-20,0,
Africa,,2021-01-21,0,
Africa,,2021-01-22,0,
Africa,,2021-01-23,0,
Africa,,2021-01-24,0,
Africa,,2021-01-25,0,
Africa,,2021-01-26,0,
Africa,,2021-01-27,0,
Africa,,2021-01-28,0,
Africa,,2021-01-29,0,
Africa,,2021-01-30,0,
Africa,,2021-01-31,0,
Africa,,2021-02-01,0,
Africa,,2021-02-02,0,
Africa,,2021-02-03,0,
Africa,,2021-02-04,0,
Africa,,2021-02-05,0,
Africa,,2021-02-06,0,
Africa,,2021-02-07,0,
Africa,,2021-02-08,0,
Africa,,2021-02-09,0,
Africa,,2021-02-10,0,
Africa,,2021-02-11,0,
Africa,,2021-02-12,0,
Africa,,2021-02-13,0,
Africa,,2021-02-14,0,
Africa,,2021-02-15,0,
Africa,,2021-02-16,0,
Africa,,2021-02-17,0,
Africa,,2021-02-18,0,
Africa,,2021-02-19,0.18,
Africa,,2021-02-20,0.19,
Africa,,2021-02-21,0.19,
Africa,,2021-02-22,0.19,
Africa,,2021-02-23,0.2,
Africa,,2021-02-24,0.22,
Africa,,2021-02-25,0.24,
Africa,,2021-02-26,0.26,
Africa,,2021-02-27,0.26,
Africa,,2021-02-28,0.26,
Africa,,2021-03-01,0.28,
Africa,,2021-03-02,0.28,
Africa,,2021-03-03,0.29,
Africa,,2021-03-04,0.3,
Africa,,2021-03-05,0.31,
Africa,,2021-03-06,0.32,
Africa,,2021-03-07,0.32,
Africa,,2021-03-08,0.34,
Africa,,2021-03-09,0.34,
Africa,,2021-03-10,0.36,
Africa,,2021-03-11,0.36,
Africa,,2021-03-12,0.37,
Africa,,2021-03-13,0.38,
Africa,,2021-03-14,0.38,
Africa,,2021-03-15,0.39,
Africa,,2021-03-16,0.39,
Africa,,2021-03-17,0.39,
Africa,,2021-03-18,0.41,
Africa,,2021-03-19,0.41,
Africa,,2021-03-20,0.41,
Africa,,2021-03-21,0.42,
Africa,,2021-03-22,0.42,
Africa,,2021-03-23,0.42,
Africa,,2021-03-24,0.47,
Africa,,2021-03-25,0.48,
Africa,,2021-03-26,0.48,
Africa,,2021-03-27,0.5,
Africa,,2021-03-28,0.52,
Africa,,2021-03-29,0.52,
Africa,,2021-03-30,0.53,
Africa,,2021-03-31,0.56,
Africa,,2021-04-01,0.57,
Africa,,2021-04-02,0.57,
Africa,,2021-04-03,0.58,
Africa,,2021-04-04,0.58,
Africa,,2021-04-05,0.59,
Africa,,2021-04-06,0.61,
Africa,,2021-04-07,0.63,
Africa,,2021-04-08,0.68,
Africa,,2021-04-09,0.69,
Africa,,2021-04-10,0.7,
Africa,,2021-04-11,0.71,
Africa,,2021-04-12,0.72,
Africa,,2021-04-13,0.73,
Africa,,2021-04-14,0.75,
Africa,,2021-04-15,0.76,
Africa,,2021-04-16,0.77,
Africa,,2021-04-17,0.79,
Africa,,2021-04-18,0.83,
Africa,,2021-04-19,0.85,
Africa,,2021-04-20,0.86,
Africa,,2021-04-21,0.87,
Africa,,2021-04-22,0.88,
Africa,,2021-04-23,0.89,
Africa,,2021-04-24,0.89,
Africa,,2021-04-25,0.9,
Africa,,2021-04-26,0.91,
Africa,,2021-04-27,0.92,
Africa,,2021-04-28,0.99,
Africa,,2021-04-29,1,
Africa,,2021-04-30,1,
Africa,,2021-05-01,1.01,
Africa,,2021-05-02,1.02,
Africa,,2021-05-03,1.03,
Africa,,2021-05-04,1.04,
Africa,,2021-05-05,1.06,
Africa,,2021-05-06,1.07,
Africa,,2021-05-07,1.11,
Africa,,2021-05-08,1.12,
Africa,,2021-05-09,1.15,
Africa,,2021-05-10,1.18,
Africa,,2021-05-11,1.21,
Africa,,2021-05-12,1.28,
Africa,,2021-05-13,1.29,
Africa,,2021-05-14,1.3,
Africa,,2021-05-15,1.32,
Africa,,2021-05-16,1.33,
Africa,,2021-05-17,1.36,
Africa,,2021-05-18,1.4,
Africa,,2021-05-19,1.43,
Africa,,2021-05-20,1.46,
Africa,,2021-05-21,1.5,
Africa,,2021-05-22,1.55,
Africa,,2021-05-23,1.56,
Africa,,2021-05-24,1.6,
Africa,,2021-05-25,1.64,
Africa,,2021-05-26,1.65,
Africa,,2021-05-27,1.67,
Africa,,2021-05-28,1.68,
Africa,,2021-05-29,1.71,
Africa,,2021-05-30,1.73,
Africa,,2021-05-31,1.79,
Africa,,2021-06-01,1.83,
Africa,,2021-06-02,1.85,
Africa,,2021-06-03,1.88,
Africa,,2021-06-04,1.88,
Africa,,2021-06-05,1.89,
Africa,,2021-06-06,1.9,
Africa,,2021-06-07,1.92,
Africa,,2021-06-08,1.95,
Africa,,2021-06-09,2,
Africa,,2021-06-10,2.02,
Africa,,2021-06-11,2.03,
Africa,,2021-06-12,2.04,
Africa,,2021-06-13,2.04,
Africa,,2021-06-14,2.07,
Africa,,2021-06-15,2.09,
Africa,,2021-06-16,2.1,
Africa,,2021-06-17,2.11,
Africa,,2021-06-18,2.12,
Africa,,2021-06-19,2.12,
Africa,,2021-06-20,2.16,
Africa,,2021-06-21,2.19,
Africa,,2021-06-22,2.19,
Africa,,2021-06-23,2.22,
Africa,,2021-06-24,2.28,
Africa,,2021-06-25,2.29,
Africa,,2021-06-26,2.29,
Africa,,2021-06-27,2.31,
Africa,,2021-06-28,2.34,
Africa,,2021-06-29,2.35,
Africa,,2021-06-30,2.37,
Africa,,2021-07-01,2.39,
Africa,,2021-07-02,2.4,
Africa,,2021-07-03,2.41,
Africa,,2021-07-04,2.42,
Africa,,2021-07-05,2.47,
Africa,,2021-07-06,2.49,
Africa,,2021-07-07,2.5,
Africa,,2021-07-08,2.51,
Africa,,2021-07-09,2.53,
Africa,,2021-07-10,2.53,
Africa,,2021-07-11,2.54,
Africa,,2021-07-12,2.59,
Africa,,2021-07-13,2.62,
Africa,,2021-07-14,2.63,
Africa,,2021-07-15,2.69,
Africa,,2021-07-16,2.69,
Africa,,2021-07-17,2.7,
Africa,,2021-07-18,2.72,
Africa,,2021-07-19,2.77,
Africa,,2021-07-20,2.79,
Africa,,2021-07-21,2.79,
Africa,,2021-07-22,2.85,
Africa,,2021-07-23,2.87,
Africa,,2021-07-24,2.88,
Africa,,2021-07-25,2.9,
Africa,,2021-07-26,2.93,
Africa,,2021-07-27,3,
Africa,,2021-07-28,3.04,
Africa,,2021-07-29,3.1,
Africa,,2021-07-30,3.12,
Africa,,2021-07-31,3.13,
Africa,,2021-08-01,3.14,
Africa,,2021-08-02,3.19,
Africa,,2021-08-03,3.3,
Africa,,2021-08-04,3.32,
Africa,,2021-08-05,3.36,
Africa,,2021-08-06,3.38,
Africa,,2021-08-07,3.4,
Africa,,2021-08-08,3.44,
Africa,,2021-08-09,3.54,
Africa,,2021-08-10,3.56,
Africa,,2021-08-11,3.59,
Africa,,2021-08-12,3.66,
Africa,,2021-08-13,3.72,
Africa,,2021-08-14,3.74,
Africa,,2021-08-15,3.75,
Africa,,2021-08-16,3.88,
Africa,,2021-08-17,3.9,
Africa,,2021-08-18,3.96,
Africa,,2021-08-19,4.02,
Africa,,2021-08-20,4.32,
Africa,,2021-08-21,4.33,
Africa,,2021-08-22,4.35,
Africa,,2021-08-23,4.4,
Africa,,2021-08-24,4.44,
Africa,,2021-08-25,4.59,
Africa,,2021-08-26,4.61,
Africa,,2021-08-27,4.73,
Africa,,2021-08-28,4.77,
Africa,,2021-08-29,4.83,
Africa,,2021-08-30,4.86,
Africa,,2021-08-31,4.92,
Africa,,2021-09-01,5.03,
Africa,,2021-09-02,5.04,
Africa,,2021-09-03,5.07,
Africa,,2021-09-04,5.19,
Africa,,2021-09-05,5.31,
Africa,,2021-09-06,5.37,
Africa,,2021-09-07,5.39,
Africa,,2021-09-08,5.4,
Africa,,2021-09-09,5.46,
Africa,,2021-09-10,5.51,
Africa,,2021-09-11,5.55,
Africa,,2021-09-12,5.65,
Africa,,2021-09-13,5.68,
Africa,,2021-09-14,5.75,
Africa,,2021-09-15,5.84,
Africa,,2021-09-16,5.89,
Africa,,2021-09-17,5.9,
Africa,,2021-09-18,5.91,
Africa,,2021-09-19,6.03,
Africa,,2021-09-20,6.06,
Africa,,2021-09-21,6.09,
Africa,,2021-09-22,6.23,
Africa,,2021-09-23,6.36,
Africa,,2021-09-24,6.38,
Africa,,2021-09-25,6.44,
Africa,,2021-09-26,6.48,
Africa,,2021-09-27,6.58,
Africa,,2021-09-28,6.62,
Africa,,2021-09-29,6.63,
Africa,,2021-09-30,6.72,
Africa,,2021-10-01,6.74,
Africa,,2021-10-02,6.78,
Africa,,2021-10-03,6.81,
Africa,,2021-10-04,6.81,
Africa,,2021-10-05,6.83,
Africa,,2021-10-06,6.91,
Africa,,2021-10-07,7.01,
Africa,,2021-10-08,7.26,
Africa,,2021-10-09,7.29,
Africa,,2021-10-10,7.3,
Africa,,2021-10-11,7.32,
Africa,,2021-10-12,7.34,
Africa,,2021-10-13,7.42,
Africa,,2021-10-14,7.53,
Africa,,2021-10-15,7.57,
Africa,,2021-10-16,7.58,
Africa,,2021-10-17,7.74,
Africa,,2021-10-18,7.81,
Africa,,2021-10-19,7.85,
Africa,,2021-10-20,7.93,
Africa,,2021-10-21,8.06,
Africa,,2021-10-22,8.08,
Africa,,2021-10-23,8.22,
Africa,,2021-10-24,8.28,
Africa,,2021-10-25,8.3,
Africa,,2021-10-26,8.36,
Africa,,2021-10-27,8.38,
Africa,,2021-10-28,8.51,
Africa,,2021-10-29,8.63,
Africa,,2021-10-30,8.66,
Africa,,2021-10-31,8.76,
Africa,,2021-11-01,8.81,
Africa,,2021-11-02,8.86,
Africa,,2021-11-03,8.88,
Africa,,2021-11-04,9.02,
Africa,,2021-11-05,9.03,
Africa,,2021-11-06,9.12,
Africa,,2021-11-07,9.16,
Africa,,2021-11-08,9.18,
Africa,,2021-11-09,9.19,
Africa,,2021-11-10,9.45,
Africa,,2021-11-11,9.55,
Africa,,2021-11-12,9.57,
Africa,,2021-11-13,9.64,
Africa,,2021-11-14,9.68,
Africa,,2021-11-15,9.71,
Africa,,2021-11-16,9.72,
Africa,,2021-11-17,9.75,
Africa,,2021-11-18,9.9,
Africa,,2021-11-19,9.91,
Africa,,2021-11-20,10.07,
Africa,,2021-11-21,10.14,
Africa,,2021-11-22,10.2,
Africa,,2021-11-23,10.26,
Africa,,2021-11-24,10.4,
Africa,,2021-11-25,10.46,
Africa,,2021-11-26,10.53,
Africa,,2021-11-27,10.57,
Africa,,2021-11-28,10.74,
Africa,,2021-11-29,10.82,
Africa,,2021-11-30,10.9,
Africa,,2021-12-01,10.93,
Africa,,2021-12-02,11.01,
Africa,,2021-12-03,11.1,
Africa,,2021-12-04,11.22,
Africa,,2021-12-05,11.28,
Africa,,2021-12-06,11.48,
Africa,,2021-12-07,11.5,
Africa,,2021-12-08,11.65,
Africa,,2021-12-09,11.95,
Africa,,2021-12-10,11.97,
Africa,,2021-12-11,12.1,
Africa,,2021-12-12,12.18,
Africa,,2021-12-13,12.22,
Africa,,2021-12-14,12.33,
Africa,,2021-12-15,12.4,
Africa,,2021-12-16,12.43,
Africa,,2021-12-17,12.44,
Africa,,2021-12-18,12.52,
Africa,,2021-12-19,12.54,
Africa,,2021-12-20,12.82,
Africa,,2021-12-21,12.85,
Africa,,2021-12-22,12.92,
Africa,,2021-12-23,13.19,
Africa,,2021-12-24,13.28,
Africa,,2021-12-25,13.28,
Africa,,2021-12-26,13.34,
Africa,,2021-12-27,13.39,
Africa,,2021-12-28,13.65,
Africa,,2021-12-29,13.66,
Africa,,2021-12-30,13.71,
Africa,,2021-12-31,13.91,
Africa,,2022-01-01,13.93,
Africa,,2022-01-02,13.96,
Africa,,2022-01-03,13.97,
Africa,,2022-01-04,14.16,
Africa,,2022-01-05,14.18,
Africa,,2022-01-06,14.25,
Africa,,2022-01-07,14.28,
Africa,,2022-01-08,14.34,
Africa,,2022-01-09,14.44,
Africa,,2022-01-10,14.7,
Africa,,2022-01-11,14.71,
Africa,,2022-01-12,14.73,
Africa,,2022-01-13,14.76,
Africa,,2022-01-14,14.81,
Africa,,2022-01-15,14.9,
Africa,,2022-01-16,14.94,
Africa,,2022-01-17,15.07,
Africa,,2022-01-18,15.17,
Africa,,2022-01-19,15.23,
Africa,,2022-01-20,15.25,
Africa,,2022-01-21,15.39,
Africa,,2022-01-22,15.44,
Africa,,2022-01-23,15.54,
Africa,,2022-01-24,15.58,
Africa,,2022-01-25,15.59,
Africa,,2022-01-26,15.62,
Africa,,2022-01-27,15.65,
Africa,,2022-01-28,15.7,
Africa,,2022-01-29,15.77,
Africa,,2022-01-30,15.81,
Africa,,2022-01-31,15.84,
Africa,,2022-02-01,15.85,
Africa,,2022-02-02,15.98,
Africa,,2022-02-03,15.99,
Africa,,2022-02-04,16.02,
Africa,,2022-02-05,16.04,
Africa,,2022-02-06,16.12,
Africa,,2022-02-07,16.26,
Africa,,2022-02-08,16.28,
Africa,,2022-02-09,16.35,
Africa,,2022-02-10,16.4,
Africa,,2022-02-11,16.45,
Africa,,2022-02-12,16.46,
Africa,,2022-02-13,16.47,
Africa,,2022-02-14,16.49,
Africa,,2022-02-15,16.68,
Africa,,2022-02-16,16.73,
Africa,,2022-02-17,16.8,
Africa,,2022-02-18,16.9,
Africa,,2022-02-19,17.08,
Africa,,2022-02-20,17.26,
Africa,,2022-02-21,17.6,
Africa,,2022-02-22,17.74,
Africa,,2022-02-23,17.79,
Africa,,2022-02-24,17.9,
Africa,,2022-02-25,18.03,
Africa,,2022-02-26,18.14,
Africa,,2022-02-27,18.32,
Africa,,2022-02-28,18.37,
Africa,,2022-03-01,18.41,
Africa,,2022-03-02,18.48,
Africa,,2022-03-03,18.49,
Africa,,2022-03-04,18.54,
Africa,,2022-03-05,18.69,
Africa,,2022-03-06,18.75,
Africa,,2022-03-07,18.76,
Africa,,2022-03-08,18.84,
Africa,,2022-03-09,18.93,
Africa,,2022-03-10,18.95,
Africa,,2022-03-11,18.99,
Africa,,2022-03-12,18.99,
Africa,,2022-03-13,19.17,
Africa,,2022-03-14,19.18,
Africa,,2022-03-15,19.39,
Africa,,2022-03-16,19.39,
Africa,,2022-03-17,19.44,
Africa,,2022-03-18,19.58,
Africa,,2022-03-19,19.58,
Africa,,2022-03-20,19.66,
Africa,,2022-03-21,19.68,
Africa,,2022-03-22,19.69,
Africa,,2022-03-23,19.73,
Africa,,2022-03-24,19.81,
Africa,,2022-03-25,19.85,
Africa,,2022-03-26,19.86,
Africa,,2022-03-27,20,
Africa,,2022-03-28,20.01,
Africa,,2022-03-29,20.07,
Africa,,2022-03-30,20.08,
Africa,,2022-03-31,20.13,
Africa,,2022-04-01,20.18,
Africa,,2022-04-02,20.18,
Africa,,2022-04-03,20.19,
Africa,,2022-04-04,20.21,
Africa,,2022-04-05,20.22,
Africa,,2022-04-06,20.22,
Africa,,2022-04-07,20.36,
Africa,,2022-04-08,20.37,
Africa,,2022-04-09,20.46,
Africa,,2022-04-10,20.54,
Africa,,2022-04-11,20.55,
Africa,,2022-04-12,20.6,
Africa,,2022-04-13,20.61,
Africa,,2022-04-14,20.61,
Africa,,2022-04-15,20.61,
Africa,,2022-04-16,20.61,
Africa,,2022-04-17,20.61,
Africa,,2022-04-18,20.61,
Africa,,2022-04-19,20.61,
Africa,,2022-04-20,20.61,
Africa,,2022-04-21,20.62,
Africa,,2022-04-22,20.62,
Africa,,2022-04-23,20.64,
Africa,,2022-04-24,20.67,
Africa,,2022-04-25,20.67,
Africa,,2022-04-26,21.29,
Africa,,2022-04-27,21.3,
Africa,,2022-04-28,21.3,
Africa,,2022-04-29,21.3,
Africa,,2022-04-30,21.31,
Africa,,2022-05-01,21.49,
Africa,,2022-05-02,21.49,
Africa,,2022-05-03,21.49,
Africa,,2022-05-04,21.5,
Africa,,2022-05-05,21.5,
Africa,,2022-05-06,21.51,
Africa,,2022-05-07,21.51,
Africa,,2022-05-08,21.95,
Africa,,2022-05-09,21.95,
Africa,,2022-05-10,21.95,
Africa,,2022-05-11,21.95,
Africa,,2022-05-12,21.96,
Africa,,2022-05-13,21.96,
Africa,,2022-05-14,21.98,
Africa,,2022-05-15,22.02,
Africa,,2022-05-16,22.02,
Africa,,2022-05-17,22.02,
Africa,,2022-05-18,22.03,
Africa,,2022-05-19,22.03,
Africa,,2022-05-20,22.03,
Africa,,2022-05-21,22.03,
Africa,,2022-05-22,22.26,
Africa,,2022-05-23,22.26,
Africa,,2022-05-24,22.26,
Africa,,2022-05-25,22.26,
Africa,,2022-05-26,22.27,
Africa,,2022-05-27,22.27,
Africa,,2022-05-28,22.27,
Africa,,2022-05-29,22.38,
Africa,,2022-05-30,22.52,
Africa,,2022-05-31,22.52,
Africa,,2022-06-01,22.52,
Africa,,2022-06-02,22.53,
Africa,,2022-06-03,22.53,
Africa,,2022-06-04,22.53,
Africa,,2022-06-05,22.71,
Africa,,2022-06-06,22.71,
Africa,,2022-06-07,22.71,
Africa,,2022-06-08,22.71,
Africa,,2022-06-09,22.71,
Africa,,2022-06-10,22.71,
Africa,,2022-06-11,22.71,
Africa,,2022-06-12,22.71,
Africa,,2022-06-13,22.73,
Africa,,2022-06-14,22.73,
Africa,,2022-06-15,22.73,
Africa,,2022-06-16,22.73,
Africa,,2022-06-17,22.73,
Africa,,2022-06-18,22.74,
Africa,,2022-06-19,23.34,
Africa,,2022-06-20,23.34,
Africa,,2022-06-21,23.34,
Africa,,2022-06-22,23.35,
Africa,,2022-06-23,23.35,
Africa,,2022-06-24,23.35,
Africa,,2022-06-25,23.35,
Africa,,2022-06-26,24.64,
Africa,,2022-06-27,24.67,
Africa,,2022-06-28,24.68,
Africa,,2022-06-29,24.83,
Africa,,2022-06-30,24.83,
Africa,,2022-07-01,24.83,
Africa,,2022-07-02,24.83,
Africa,,2022-07-03,25.08,
Africa,,2022-07-04,25.08,
Africa,,2022-07-05,25.11,
Africa,,2022-07-06,25.22,
Africa,,2022-07-07,25.23,
Africa,,2022-07-08,25.23,
Africa,,2022-07-09,25.23,
Africa,,2022-07-10,25.93,
Africa,,2022-07-11,25.93,
Africa,,2022-07-12,25.93,
Africa,,2022-07-13,25.93,
Africa,,2022-07-14,25.93,
Africa,,2022-07-15,25.93,
Africa,,2022-07-16,25.95,
Africa,,2022-07-17,26.33,
Africa,,2022-07-18,26.33,
Africa,,2022-07-19,26.36,
Africa,,2022-07-20,26.36,
Africa,,2022-07-21,26.36,
Africa,,2022-07-22,26.36,
Africa,,2022-07-23,26.36,
Africa,,2022-07-24,26.36,
Africa,,2022-07-25,26.36,
Africa,,2022-07-26,26.36,
Africa,,2022-07-27,26.36,
Africa,,2022-07-28,26.36,
Albania,ALB,2021-01-10,0,
Albania,ALB,2021-01-12,0,
Albania,ALB,2021-01-13,0.01,
Albania,ALB,2021-01-14,0.01,
Albania,ALB,2021-01-15,0.01,
Albania,ALB,2021-01-16,0.01,
Albania,ALB,2021-01-17,0.01,
Albania,ALB,2021-01-18,0.02,
Albania,ALB,2021-01-19,0.02,
Albania,ALB,2021-01-20,0.02,
Albania,ALB,2021-01-21,0.02,
Albania,ALB,2021-02-02,0.02,
Albania,ALB,2021-02-09,0.02,
Albania,ALB,2021-02-17,0.04,
Albania,ALB,2021-02-18,0.09,
Albania,ALB,2021-02-22,0.21,
Albania,ALB,2021-05-11,15.45,
Albania,ALB,2021-05-12,15.58,
Albania,ALB,2021-05-13,15.6,
Albania,ALB,2021-05-14,15.71,
Albania,ALB,2021-05-17,16.01,
Albania,ALB,2021-05-18,16.12,
Albania,ALB,2021-05-19,16.23,
Albania,ALB,2021-05-20,16.33,
Albania,ALB,2021-05-21,16.43,
Albania,ALB,2021-05-23,16.56,
Albania,ALB,2021-05-24,16.65,
Albania,ALB,2021-05-26,16.81,
Albania,ALB,2021-05-27,16.88,
Albania,ALB,2021-05-30,17,
Albania,ALB,2021-05-31,17.03,
Albania,ALB,2021-06-01,17.06,
Albania,ALB,2021-06-03,17.17,
Albania,ALB,2021-06-06,17.25,
Albania,ALB,2021-06-07,17.28,
Albania,ALB,2021-06-08,17.32,
Albania,ALB,2021-06-09,17.38,
Albania,ALB,2021-06-10,17.46,
Albania,ALB,2021-06-11,17.58,
Albania,ALB,2021-06-12,17.65,
Albania,ALB,2021-06-13,17.66,
Albania,ALB,2021-06-14,17.79,
Albania,ALB,2021-06-15,17.79,
Albania,ALB,2021-06-16,17.84,
Albania,ALB,2021-06-17,17.91,
Albania,ALB,2021-06-20,18.07,
Albania,ALB,2021-06-21,18.2,
Albania,ALB,2021-06-22,18.42,
Albania,ALB,2021-06-23,18.64,
Albania,ALB,2021-06-24,18.81,
Albania,ALB,2021-06-28,19.17,
Albania,ALB,2021-06-29,19.49,
Albania,ALB,2021-06-30,19.78,
Albania,ALB,2021-07-01,19.86,
Albania,ALB,2021-07-02,19.94,
Albania,ALB,2021-07-04,20.03,
Albania,ALB,2021-07-05,20.11,
Albania,ALB,2021-07-06,20.21,
Albania,ALB,2021-07-07,20.3,
Albania,ALB,2021-07-08,20.39,
Albania,ALB,2021-07-09,20.49,
Albania,ALB,2021-07-10,20.57,
Albania,ALB,2021-07-11,20.59,
Albania,ALB,2021-07-12,20.68,
Albania,ALB,2021-07-13,20.76,
Albania,ALB,2021-07-14,20.83,
Albania,ALB,2021-07-15,20.91,
Albania,ALB,2021-07-16,21,
Albania,ALB,2021-07-17,21.08,
Albania,ALB,2021-07-18,21.1,
Albania,ALB,2021-07-20,21.35,
Albania,ALB,2021-07-21,21.6,
Albania,ALB,2021-07-22,21.88,
Albania,ALB,2021-07-25,22.42,
Albania,ALB,2021-07-29,23.15,
Albania,ALB,2021-07-30,23.32,
Albania,ALB,2021-07-31,23.48,
Albania,ALB,2021-08-01,23.57,
Albania,ALB,2021-08-02,23.75,
Albania,ALB,2021-08-03,23.93,
Albania,ALB,2021-08-04,24.09,
Albania,ALB,2021-08-05,24.28,
Albania,ALB,2021-08-08,24.75,
Albania,ALB,2021-08-10,25.23,
Albania,ALB,2021-08-13,26.01,
Albania,ALB,2021-08-15,26.31,
Albania,ALB,2021-08-16,26.55,
Albania,ALB,2021-08-17,26.8,
Albania,ALB,2021-08-19,27.22,
Albania,ALB,2021-08-21,27.52,
Albania,ALB,2021-08-22,27.59,
Albania,ALB,2021-08-23,27.77,
Albania,ALB,2021-08-24,27.93,
Albania,ALB,2021-08-25,28.11,
Albania,ALB,2021-08-26,28.28,
Albania,ALB,2021-08-27,28.46,
Albania,ALB,2021-08-29,28.69,
Albania,ALB,2021-08-30,28.87,
Albania,ALB,2021-08-31,29.09,
Albania,ALB,2021-09-01,29.31,
Albania,ALB,2021-09-02,29.58,
Albania,ALB,2021-09-06,30.31,
Albania,ALB,2021-09-07,30.55,
Albania,ALB,2021-09-08,30.81,
Albania,ALB,2021-09-09,31.04,
Albania,ALB,2021-09-10,31.21,
Albania,ALB,2021-09-11,31.36,
Albania,ALB,2021-09-12,31.42,
Albania,ALB,2021-09-13,31.56,
Albania,ALB,2021-09-14,31.69,
Albania,ALB,2021-09-15,31.82,
Albania,ALB,2021-09-16,31.93,
Albania,ALB,2021-09-17,32.03,
Albania,ALB,2021-09-19,32.17,
Albania,ALB,2021-09-20,32.26,
Albania,ALB,2021-09-21,32.36,
Albania,ALB,2021-09-22,32.46,
Albania,ALB,2021-09-23,32.56,
Albania,ALB,2021-09-24,32.67,
Albania,ALB,2021-09-27,32.89,
Albania,ALB,2021-09-28,32.98,
Albania,ALB,2021-09-29,33.07,
Albania,ALB,2021-09-30,33.16,
Albania,ALB,2021-10-01,33.23,
Albania,ALB,2021-10-02,33.3,
Albania,ALB,2021-10-04,33.38,
Albania,ALB,2021-10-05,33.46,
Albania,ALB,2021-10-06,33.53,
Albania,ALB,2021-10-07,33.59,
Albania,ALB,2021-10-08,33.65,
Albania,ALB,2021-10-09,33.71,
Albania,ALB,2021-10-12,33.91,
Albania,ALB,2021-10-13,34,
Albania,ALB,2021-10-17,34.32,
Albania,ALB,2021-10-18,34.42,
Albania,ALB,2021-10-19,34.52,
Albania,ALB,2021-10-20,34.62,
Albania,ALB,2021-10-21,34.73,
Albania,ALB,2021-10-22,34.84,
Albania,ALB,2021-10-24,34.96,
Albania,ALB,2021-10-25,35.06,
Albania,ALB,2021-10-27,35.3,
Albania,ALB,2021-10-28,35.42,
Albania,ALB,2021-10-29,35.52,
Albania,ALB,2021-11-01,35.67,
Albania,ALB,2021-11-03,35.91,
Albania,ALB,2021-11-06,36.14,
Albania,ALB,2021-11-07,36.17,
Albania,ALB,2021-11-09,36.35,
Albania,ALB,2021-11-10,36.43,
Albania,ALB,2021-11-11,36.51,
Albania,ALB,2021-11-14,36.71,
Albania,ALB,2021-11-16,36.84,
